TABLE->,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.082751,0.095745,0,0.008276,0.082751,0.500000,0.000096,0.000010
A10003,1,0,0,1,0,1,0,1,0,0.070327,0.081369,0,0.007032,0.070327,0.500000,0.000081,0.000011
A10005,1,0,0,1,0,1,0,1,0,0.082294,0.095215,0,0.008230,0.082294,0.500000,0.000095,0.704E-05
A11001,1,0,0,1,0,1,0,1,0,0.084824,0.098142,0,0.008482,0.084824,0.500000,0.000098,0.000015
A24001,1,0,0,1,0,1,0,1,0,0.091134,0.105443,0,0.009113,0.091134,0.500000,0.000105,0.000021
A24003,1,0,0,1,0,1,0,1,0,0.073776,0.085360,0,0.007378,0.073776,0.500000,0.000085,0.000012
A24005,1,0,0,1,0,1,0,1,0,0.078992,0.091395,0,0.007900,0.078992,0.500000,0.000092,0.921E-05
A24009,1,0,0,1,0,1,0,1,0,0.077633,0.089822,0,0.007763,0.077633,0.500000,0.000090,0.000011
A24011,1,0,0,1,0,1,0,1,0,0.071229,0.082412,0,0.007123,0.071229,0.500000,0.000082,0.000011
A24013,1,0,0,1,0,1,0,1,0,0.081475,0.094267,0,0.008148,0.081475,0.500000,0.000094,0.000013
A24015,1,0,0,1,0,1,0,1,0,0.084253,0.097482,0,0.008425,0.084253,0.500000,0.000097,0.000012
A24017,1,0,0,1,0,1,0,1,0,0.071441,0.082658,0,0.007145,0.071441,0.500000,0.000083,0.000015
A24019,1,0,0,1,0,1,0,1,0,0.071187,0.082365,0,0.007119,0.071187,0.500000,0.000082,0.000012
A24021,1,0,0,1,0,1,0,1,0,0.084565,0.097843,0,0.008456,0.084565,0.500000,0.000098,0.000013
A24023,1,0,0,1,0,1,0,1,0,0.064618,0.074764,0,0.006462,0.064618,0.500000,0.000075,0.000010
A24025,1,0,0,1,0,1,0,1,0,0.073506,0.085048,0,0.007351,0.073506,0.500000,0.000085,0.885E-05
A24027,1,0,0,1,0,1,0,1,0,0.081555,0.094360,0,0.008156,0.081555,0.500000,0.000094,0.000011
A24029,1,0,0,1,0,1,0,1,0,0.071753,0.083019,0,0.007176,0.071753,0.500000,0.000083,0.979E-05
A24031,1,0,0,1,0,1,0,1,0,0.084840,0.098162,0,0.008484,0.084840,0.500000,0.000098,0.000012
A24033,1,0,0,1,0,1,0,1,0,0.087816,0.101604,0,0.008781,0.087816,0.500000,0.000102,0.000015
A24035,1,0,0,1,0,1,0,1,0,0.076313,0.088295,0,0.007631,0.076313,0.500000,0.000088,0.897E-05
A24037,1,0,0,1,0,1,0,1,0,0.085789,0.099258,0,0.008579,0.085789,0.500000,0.000099,0.000016
A24039,1,0,0,1,0,1,0,1,0,0.071547,0.082781,0,0.007154,0.071547,0.500000,0.000083,0.000012
A24041,1,0,0,1,0,1,0,1,0,0.069596,0.080523,0,0.006959,0.069596,0.500000,0.000081,0.000010
A24043,1,0,0,1,0,1,0,1,0,0.100998,0.116855,0,0.010100,0.100998,0.500000,0.000117,0.670E-05
A24045,1,0,0,1,0,1,0,1,0,0.079084,0.091501,0,0.007909,0.079084,0.500000,0.000092,0.000013
A24047,1,0,0,1,0,1,0,1,0,0.078188,0.090465,0,0.007819,0.078188,0.500000,0.000091,0.000012
A24510,1,0,0,1,0,1,0,1,0,0.072307,0.083661,0,0.007230,0.072307,0.500000,0.000084,0.996E-05
A36003,1,0,0,1,0,1,0,1,0,0.086815,0.100446,0,0.008682,0.086815,0.500000,0.000101,0.000020
A36007,1,0,0,1,0,1,0,1,0,0.073995,0.085612,0,0.007399,0.073995,0.500000,0.000086,0.000011
A36011,1,0,0,1,0,1,0,1,0,0.07,6.5,0,0.07,0.7,1.64,0.000624,0.000624
A36015,1,0,0,1,0,1,0,1,0,0.085617,0.099060,0,0.008561,0.085617,0.500000,0.000099,0.000018
